mean 100 episode reward,steps,% time spent exploring,episodes
-0.0,2720700,2,443900
0.7,2721250,2,444000
-0.0,2721450,2,444100
-0.1,2721799,2,444200
-0.0,2722002,2,444300
-0.0,2722202,2,444400
0.3,2722877,2,444500
-0.0,2723078,2,444600
-0.0,2723280,2,444700
-0.0,2723482,2,444800
-0.0,2723685,2,444900
-0.0,2723887,2,445000
-0.0,2724090,2,445100
0.3,2724485,2,445200
3.4,2728071,2,445300
2.7,2730432,2,445400
-0.0,2730632,2,445500
-0.0,2730832,2,445600
0.0,2731068,2,445700
-0.0,2731271,2,445800
-0.0,2731472,2,445900
-0.0,2731672,2,446000
-0.0,2731873,2,446100
-0.0,2732075,2,446200
-0.0,2732283,2,446300
-0.1,2732485,2,446400
-0.1,2733332,2,446500
-2.0,2733535,2,446600
-2.0,2733736,2,446700
-1.7,2733936,2,446800
-0.0,2734138,2,446900
-0.0,2734340,2,447000
-0.0,2734545,2,447100
-0.0,2734746,2,447200
-0.0,2734950,2,447300
-0.0,2735150,2,447400
-0.0,2735355,2,447500
-0.0,2735558,2,447600
-0.0,2735758,2,447700
-0.0,2735958,2,447800
-0.0,2736158,2,447900
0.5,2736652,2,448000
-0.0,2736854,2,448100
-0.0,2737054,2,448200
-0.0,2737255,2,448300
-0.0,2737458,2,448400
0.1,2737712,2,448500
-0.0,2738253,2,448600
-0.0,2739028,2,448700
-0.0,2739228,2,448800
-0.0,2739434,2,448900
-0.1,2739856,2,449000
-0.0,2740059,2,449100
-0.0,2740260,2,449200
-0.0,2740470,2,449300
-0.0,2740670,2,449400
-0.0,2740870,2,449500
-0.1,2741074,2,449600
-0.0,2741274,2,449700
-0.0,2741474,2,449800
-0.0,2741674,2,449900
0.1,2741969,2,450000
-0.0,2742170,2,450100
-0.0,2742370,2,450200
-0.0,2742572,2,450300
0.2,2743175,2,450400
0.2,2744722,2,450500
-0.0,2744924,2,450600
-0.0,2745126,2,450700
-0.0,2745326,2,450800
-0.0,2745526,2,450900
-0.0,2745728,2,451000
-0.0,2745930,2,451100
-0.0,2746132,2,451200
-0.0,2746332,2,451300
2.5,2747760,2,451400
3.0,2750102,2,451500
-0.0,2750304,2,451600
-0.0,2750506,2,451700
-0.0,2750706,2,451800
-0.0,2750908,2,451900
-0.0,2751108,2,452000
-0.0,2751313,2,452100
-0.0,2751516,2,452200
-0.0,2751717,2,452300
-0.0,2751918,2,452400
-0.0,2752118,2,452500
-0.0,2752320,2,452600
-0.0,2752522,2,452700
-0.0,2752724,2,452800
-0.0,2752926,2,452900
-0.0,2753126,2,453000
-0.0,2753329,2,453100
-0.0,2753530,2,453200
-0.0,2753734,2,453300
-0.0,2753934,2,453400
-0.0,2754138,2,453500
-0.0,2754338,2,453600
-0.0,2754623,2,453700
-0.1,2755158,2,453800
-0.1,2755956,2,453900
-0.1,2757000,2,454000
-0.1,2758516,2,454100
-0.3,2761580,2,454200
-0.3,2765850,2,454300
3.3,2770050,2,454400
4.3,2773734,2,454500
0.8,2778250,2,454600
0.8,2783000,2,454700
3.6,2787339,2,454800
4.2,2791681,2,454900
2.9,2796050,2,455000
2.8,2800200,2,455100
-0.1,2800772,2,455200
-0.1,2801137,2,455300
-0.0,2801546,2,455400
-0.1,2802015,2,455500
-0.0,2802528,2,455600
-0.0,2803113,2,455700
-0.1,2804043,2,455800
-0.1,2805240,2,455900
-0.2,2807930,2,456000
-0.3,2812250,2,456100
0.8,2816844,2,456200
-0.3,2821369,2,456300
3.5,2825699,2,456400
2.8,2830078,2,456500
5.0,2834180,2,456600
2.2,2838433,2,456700
3.0,2842571,2,456800
4.9,2846270,2,456900
2.9,2850200,2,457000
-44.6,2854743,2,457100
-16.7,2858765,2,457200
5.3,2862432,2,457300
1.6,2864616,2,457400
-0.0,2864816,2,457500
-0.0,2865020,2,457600
-0.0,2865220,2,457700
-0.0,2865422,2,457800
-0.0,2865622,2,457900
-0.0,2865824,2,458000
-0.1,2866026,2,458100
-0.0,2866228,2,458200
-0.0,2866431,2,458300
-0.0,2866634,2,458400
-0.1,2866836,2,458500
-0.0,2867038,2,458600
-0.0,2867238,2,458700
-0.0,2867443,2,458800
-0.0,2867645,2,458900
-0.0,2867846,2,459000
-0.0,2868048,2,459100
-0.0,2868248,2,459200
-0.0,2868448,2,459300
-0.0,2868650,2,459400
-0.0,2868850,2,459500
-0.1,2869052,2,459600
-0.0,2869252,2,459700
-0.0,2869455,2,459800
-0.0,2869659,2,459900
-0.1,2869864,2,460000
-0.0,2870066,2,460100
-0.0,2870268,2,460200
-0.0,2870470,2,460300
-0.0,2870670,2,460400
-0.0,2870870,2,460500
-0.0,2871072,2,460600
0.2,2871406,2,460700
-0.1,2871867,2,460800
-0.0,2872068,2,460900
-0.0,2872268,2,461000
0.1,2872546,2,461100
-0.0,2872777,2,461200
-0.0,2872981,2,461300
-0.0,2873356,2,461400
-0.0,2873558,2,461500
-0.0,2873760,2,461600
1.7,2877550,2,461700
4.5,2881635,2,461800
2.5,2885950,2,461900
2.0,2887691,2,462000
-0.0,2887895,2,462100
-0.1,2888096,2,462200
-0.0,2888296,2,462300
-0.0,2888500,2,462400
-0.0,2888702,2,462500
-0.0,2888906,2,462600
-0.1,2889112,2,462700
0.1,2889414,2,462800
-0.0,2889810,2,462900
-0.0,2890011,2,463000
-0.0,2890214,2,463100
-0.0,2890416,2,463200
-0.0,2890618,2,463300
-0.0,2890818,2,463400
-0.1,2891022,2,463500
-0.0,2891223,2,463600
0.6,2892344,2,463700
-0.0,2892546,2,463800
-0.0,2892800,2,463900
-0.0,2893002,2,464000
-0.0,2893310,2,464100
-0.0,2893512,2,464200
0.1,2894287,2,464300
-0.1,2894490,2,464400
0.5,2894935,2,464500
0.2,2895272,2,464600
-0.0,2895472,2,464700
-0.0,2895676,2,464800
-0.1,2895902,2,464900
-0.0,2896102,2,465000
-0.0,2896666,2,465100
0.9,2897365,2,465200
-0.0,2897566,2,465300
-0.0,2897766,2,465400
-0.0,2897967,2,465500
0.2,2898314,2,465600
-0.0,2898516,2,465700
-0.0,2898950,2,465800
-0.0,2899152,2,465900
-0.1,2899352,2,466000
-0.0,2899554,2,466100
0.8,2900539,2,466200
5.8,2904816,2,466300
5.2,2908683,2,466400
1.8,2911092,2,466500
-2.0,2911294,2,466600
-2.0,2911497,2,466700
-2.0,2911700,2,466800
-2.0,2911902,2,466900
-2.0,2912104,2,467000
-2.0,2912306,2,467100
-2.0,2912511,2,467200
-2.0,2912714,2,467300
-2.0,2912916,2,467400
-2.0,2913120,2,467500
-2.0,2913322,2,467600
-2.0,2913525,2,467700
-2.0,2913727,2,467800
-2.0,2913928,2,467900
-2.0,2914130,2,468000
-2.0,2914332,2,468100
-2.0,2914534,2,468200
1.8,2916434,2,468300
5.2,2920135,2,468400
5.5,2923980,2,468500
3.9,2928063,2,468600
0.7,2932700,2,468700
4.6,2936769,2,468800
0.3,2940999,2,468900
1.4,2945443,2,469000
0.4,2950077,2,469100
4.9,2953838,2,469200
5.2,2957727,2,469300
4.4,2961370,2,469400
5.8,2965384,2,469500
6.3,2969332,2,469600
2.5,2973550,2,469700
2.9,2977975,2,469800
3.4,2982040,2,469900
3.0,2986500,2,470000
1.0,2990906,2,470100
1.4,2995100,2,470200
1.5,2999650,2,470300
5.3,3003430,2,470400
4.9,3007372,2,470500
5.1,3011387,2,470600
5.4,3015043,2,470700
3.7,3019200,2,470800
3.2,3023330,2,470900
2.2,3027681,2,471000
0.8,3032300,2,471100
-0.4,3036680,2,471200
0.2,3041193,2,471300
3.7,3044920,2,471400
-0.0,3045122,2,471500
-0.0,3045322,2,471600
-0.0,3045524,2,471700
-0.0,3045726,2,471800
-0.0,3045928,2,471900
-0.0,3046130,2,472000
-0.0,3046331,2,472100
-0.0,3046532,2,472200
-0.0,3046734,2,472300
-0.1,3046938,2,472400
-0.0,3047139,2,472500
-0.0,3047340,2,472600
-0.1,3047544,2,472700
-0.0,3048391,2,472800
-0.0,3048592,2,472900
-0.0,3048795,2,473000
-0.0,3048999,2,473100
0.5,3049504,2,473200
0.3,3050156,2,473300
-0.0,3050356,2,473400
-0.0,3050559,2,473500
-0.0,3050761,2,473600
-0.0,3050962,2,473700
-0.0,3051162,2,473800
-0.0,3051362,2,473900
-0.0,3051562,2,474000
-0.0,3051762,2,474100
-0.0,3051963,2,474200
-0.0,3052166,2,474300
-0.0,3052370,2,474400
-0.0,3052570,2,474500
-0.0,3052774,2,474600
-0.0,3052976,2,474700
-0.0,3053178,2,474800
-0.1,3053379,2,474900
-0.0,3053580,2,475000
-0.0,3053782,2,475100
-0.0,3053984,2,475200
-0.0,3054187,2,475300
-0.0,3054389,2,475400
-0.0,3054592,2,475500
-0.0,3054795,2,475600
-0.0,3054998,2,475700
-0.0,3055200,2,475800
-0.0,3055400,2,475900
-0.0,3055604,2,476000
-0.0,3055804,2,476100
-0.0,3056004,2,476200
-0.0,3056204,2,476300
-0.0,3056405,2,476400
-0.0,3056606,2,476500
-0.0,3056808,2,476600
-0.0,3057012,2,476700
-0.0,3057214,2,476800
-0.0,3057416,2,476900
-0.0,3057616,2,477000
-0.0,3057816,2,477100
-0.0,3058018,2,477200
-0.0,3058218,2,477300
-0.0,3058420,2,477400
-0.0,3058622,2,477500
-0.0,3058826,2,477600
-0.0,3059026,2,477700
-0.0,3059228,2,477800
-0.0,3059428,2,477900
-0.0,3059630,2,478000
-0.0,3059830,2,478100
-0.0,3060032,2,478200
-0.0,3060236,2,478300
-0.0,3060436,2,478400
-0.1,3060638,2,478500
-0.0,3060838,2,478600
-0.0,3061038,2,478700
-0.0,3061238,2,478800
-0.0,3061438,2,478900
-0.1,3061640,2,479000
-0.0,3061840,2,479100
-0.0,3062042,2,479200
-0.0,3062242,2,479300
-0.0,3062446,2,479400
-0.0,3062648,2,479500
-0.0,3062848,2,479600
-0.0,3063052,2,479700
-0.0,3063252,2,479800
-0.0,3063452,2,479900
-0.0,3063654,2,480000
-0.1,3063856,2,480100
-0.0,3064056,2,480200
-0.0,3064256,2,480300
-0.0,3064456,2,480400
-0.0,3064656,2,480500
-0.0,3064858,2,480600
-0.0,3065066,2,480700
-0.0,3065270,2,480800
-0.0,3065476,2,480900
-0.0,3065795,2,481000
-0.0,3066033,2,481100
-0.1,3067150,2,481200
-0.0,3067438,2,481300
-0.0,3067642,2,481400
-0.1,3067844,2,481500
-0.0,3068049,2,481600
-0.0,3068251,2,481700
-0.0,3068455,2,481800
2.7,3070558,2,481900
2.5,3074750,2,482000
2.3,3076429,2,482100
-0.0,3076632,2,482200
-0.0,3076832,2,482300
-0.0,3077036,2,482400
-0.0,3077236,2,482500
-0.0,3077440,2,482600
-0.0,3077642,2,482700
-0.0,3077844,2,482800
-0.0,3078045,2,482900
1.5,3079208,2,483000
-0.0,3079412,2,483100
-0.0,3079616,2,483200
-0.0,3079819,2,483300
-0.0,3080022,2,483400
-0.0,3080225,2,483500
-0.0,3080424,2,483600
-0.0,3080624,2,483700
-0.0,3080826,2,483800
-0.0,3081026,2,483900
-0.0,3081228,2,484000
1.1,3082045,2,484100
0.0,3082284,2,484200
-0.0,3082486,2,484300
-0.1,3082783,2,484400
-0.0,3082986,2,484500
3.3,3085457,2,484600
1.0,3086143,2,484700
1.2,3087684,2,484800
-0.1,3087885,2,484900
-0.0,3088088,2,485000
0.2,3088549,2,485100
-0.1,3088751,2,485200
-0.0,3088954,2,485300
-0.1,3089158,2,485400
0.6,3090112,2,485500
4.8,3094100,2,485600
1.4,3096251,2,485700
-0.0,3096455,2,485800
-0.0,3096657,2,485900
-0.0,3096861,2,486000
-0.0,3097062,2,486100
-0.0,3097262,2,486200
-0.0,3097462,2,486300
1.1,3098883,2,486400
-0.0,3099086,2,486500
-0.0,3099290,2,486600
-0.0,3099490,2,486700
-0.0,3099693,2,486800
-0.0,3099897,2,486900
2.2,3102038,2,487000
5.1,3105790,2,487100
5.6,3109693,2,487200
4.3,3113576,2,487300
5.7,3117497,2,487400
4.1,3121350,2,487500
6.1,3125234,2,487600
6.0,3129264,2,487700
5.2,3133250,2,487800
3.7,3137161,2,487900
3.5,3141577,2,488000
2.9,3146098,2,488100
2.8,3150173,2,488200
4.7,3153846,2,488300
4.6,3157838,2,488400
5.4,3161699,2,488500
6.0,3165863,2,488600
5.4,3169846,2,488700
6.1,3173390,2,488800
3.7,3177390,2,488900
4.6,3181563,2,489000
2.6,3185633,2,489100
3.8,3189531,2,489200
5.6,3193434,2,489300
5.5,3197263,2,489400
5.6,3201136,2,489500
5.8,3205367,2,489600
4.8,3209170,2,489700
3.5,3213550,2,489800
-0.4,3218250,2,489900
4.4,3222620,2,490000
4.3,3226895,2,490100
4.4,3230761,2,490200
3.3,3234850,2,490300
2.3,3239032,2,490400
4.6,3243050,2,490500
1.9,3247550,2,490600
2.2,3251628,2,490700
4.1,3255173,2,490800
5.8,3259136,2,490900
4.7,3263018,2,491000
4.6,3266984,2,491100
3.6,3271191,2,491200
3.2,3275250,2,491300
1.5,3280050,2,491400
5.6,3283941,2,491500
2.0,3288236,2,491600
4.9,3292492,2,491700
4.1,3296634,2,491800
-2.7,3300550,2,491900
-41.7,3304784,2,492000
-0.4,3309150,2,492100
-0.4,3313750,2,492200
0.9,3318050,2,492300
4.4,3321674,2,492400
-0.0,3321876,2,492500
-0.0,3322076,2,492600
-0.0,3322276,2,492700
-0.0,3322475,2,492800
-0.0,3322677,2,492900
-0.0,3322878,2,493000
-0.0,3323080,2,493100
-0.0,3323280,2,493200
-0.0,3323483,2,493300
-0.0,3323684,2,493400
-0.0,3323885,2,493500
-0.0,3324089,2,493600
-0.0,3324293,2,493700
-0.0,3324494,2,493800
-0.0,3324694,2,493900
-0.0,3324894,2,494000
-0.0,3325093,2,494100
-0.0,3325297,2,494200
-0.0,3325500,2,494300
-0.0,3325700,2,494400
-0.0,3325902,2,494500
-0.0,3326102,2,494600
1.2,3327118,2,494700
-0.0,3327322,2,494800
-0.0,3327522,2,494900
-0.0,3327738,2,495000
-0.0,3327938,2,495100
-0.0,3328140,2,495200
0.4,3328588,2,495300
-0.0,3328791,2,495400
-0.0,3328996,2,495500
-0.0,3329196,2,495600
-0.0,3329397,2,495700
-0.0,3329797,2,495800
-0.0,3329998,2,495900
-0.0,3330224,2,496000
-0.0,3330426,2,496100
-0.0,3330626,2,496200
-0.0,3330828,2,496300
-0.0,3331028,2,496400
-0.0,3331228,2,496500
-0.0,3331500,2,496600
-0.0,3331700,2,496700
-0.0,3331904,2,496800
-0.0,3332127,2,496900
-0.0,3332328,2,497000
-0.0,3332528,2,497100
-0.0,3332731,2,497200
-0.0,3333014,2,497300
0.2,3333344,2,497400
-0.0,3333544,2,497500
-0.0,3333746,2,497600
-0.0,3333950,2,497700
-0.0,3334150,2,497800
0.7,3334904,2,497900
-0.0,3335106,2,498000
0.2,3335412,2,498100
-0.0,3335614,2,498200
0.5,3336110,2,498300
-0.0,3336310,2,498400
-0.0,3336581,2,498500
-0.0,3336783,2,498600
-0.0,3336985,2,498700
0.2,3337274,2,498800
0.8,3337918,2,498900
-0.0,3338236,2,499000
-0.0,3338438,2,499100
-0.0,3338638,2,499200
-0.0,3338840,2,499300
-0.0,3339042,2,499400
-0.0,3339242,2,499500
-0.0,3339442,2,499600
0.3,3339919,2,499700
-0.0,3340384,2,499800
-0.0,3340587,2,499900
-0.0,3340788,2,500000
-0.1,3341204,2,500100
-0.1,3341408,2,500200
-0.0,3341612,2,500300
-0.1,3341816,2,500400
-0.0,3342016,2,500500
-0.0,3342218,2,500600
-0.0,3342420,2,500700
-0.0,3342620,2,500800
-0.0,3342822,2,500900
-0.0,3343022,2,501000
-0.0,3343224,2,501100
0.1,3343487,2,501200
1.4,3344353,2,501300
0.1,3344638,2,501400
0.1,3345618,2,501500
0.1,3346450,2,501600
2.7,3349628,2,501700
-0.0,3349831,2,501800
-0.0,3350034,2,501900
-0.0,3350234,2,502000
-0.0,3350435,2,502100
-0.0,3350637,2,502200
-0.0,3350840,2,502300
-0.0,3351042,2,502400
-0.0,3351242,2,502500
-0.0,3351448,2,502600
-0.0,3351648,2,502700
-0.0,3351848,2,502800
-0.0,3352052,2,502900
-0.0,3352255,2,503000
-0.0,3352459,2,503100
-0.0,3352660,2,503200
0.2,3352970,2,503300
2.3,3355044,2,503400
4.2,3357900,2,503500
4.6,3360777,2,503600
0.3,3363850,2,503700
0.2,3368662,2,503800
4.1,3372550,2,503900
1.8,3376799,2,504000
4.3,3380888,2,504100
1.9,3385225,2,504200
4.2,3388626,2,504300
-0.0,3388828,2,504400
-0.0,3389028,2,504500
-0.0,3389231,2,504600
-0.0,3389430,2,504700
-0.0,3389632,2,504800
-0.0,3389835,2,504900
-0.0,3390038,2,505000
-0.0,3390240,2,505100
2.0,3392150,2,505200
4.9,3396562,2,505300
1.2,3397439,2,505400
0.4,3398024,2,505500
-0.0,3398227,2,505600
-0.0,3398430,2,505700
-0.0,3398630,2,505800
0.4,3399304,2,505900
-0.0,3399506,2,506000
-0.1,3399708,2,506100
-0.0,3399910,2,506200
2.8,3402284,2,506300
5.4,3406067,2,506400
5.3,3409836,2,506500
5.5,3413779,2,506600
5.3,3417633,2,506700
3.2,3421889,2,506800
2.6,3426050,2,506900
4.6,3430312,2,507000
2.4,3434616,2,507100
1.6,3439050,2,507200
1.5,3443450,2,507300
4.3,3447450,2,507400
3.1,3451690,2,507500
5.5,3455665,2,507600
4.1,3459393,2,507700
5.2,3463371,2,507800
6.0,3467171,2,507900
2.7,3471466,2,508000
5.6,3475437,2,508100
3.5,3479634,2,508200
4.7,3483644,2,508300
1.3,3487850,2,508400
4.2,3491900,2,508500
2.0,3495972,2,508600
1.8,3499971,2,508700
4.0,3504162,2,508800
5.0,3507922,2,508900
6.0,3511837,2,509000
6.4,3515719,2,509100
4.7,3519885,2,509200
1.3,3524274,2,509300
2.5,3528451,2,509400
2.0,3532480,2,509500
1.9,3537000,2,509600
2.6,3541285,2,509700
4.5,3545550,2,509800
4.3,3549415,2,509900
-38.3,3554000,2,510000
-26.0,3558635,2,510100
-0.4,3563197,2,510200
-0.1,3567679,2,510300
0.6,3569876,2,510400
-0.0,3570078,2,510500
-0.0,3570278,2,510600
-0.0,3570480,2,510700
-0.0,3570682,2,510800
-0.0,3570883,2,510900
-0.0,3571084,2,511000
-0.0,3571286,2,511100
-0.0,3571488,2,511200
-0.0,3571688,2,511300
-0.0,3571892,2,511400
-0.0,3572095,2,511500
-0.0,3572299,2,511600
-0.0,3572502,2,511700
-0.0,3572706,2,511800
-0.0,3572910,2,511900
-0.0,3573110,2,512000
-0.1,3573314,2,512100
-0.1,3573514,2,512200
-0.0,3573716,2,512300
-0.0,3573915,2,512400
-0.0,3574116,2,512500
-0.1,3574320,2,512600
-0.0,3574520,2,512700
-0.0,3574722,2,512800
-0.0,3574927,2,512900
-0.0,3575128,2,513000
-0.0,3575328,2,513100
-0.0,3575528,2,513200
-0.0,3575730,2,513300
-0.0,3575930,2,513400
-0.0,3576130,2,513500
-0.0,3576330,2,513600
-0.0,3576530,2,513700
-0.0,3576730,2,513800
-0.0,3576930,2,513900
0.9,3577835,2,514000
6.0,3581836,2,514100
5.0,3586071,2,514200
3.7,3590170,2,514300
2.8,3594588,2,514400
0.8,3597149,2,514500
-0.0,3597352,2,514600
-0.0,3597552,2,514700
-0.0,3597754,2,514800
-0.0,3597954,2,514900
0.4,3599199,2,515000
-0.0,3599402,2,515100
-0.0,3599602,2,515200
-0.0,3599802,2,515300
0.0,3600043,2,515400
6.1,3604193,2,515500
4.7,3607867,2,515600
-0.0,3608070,2,515700
-0.0,3608273,2,515800
-0.0,3608476,2,515900
-0.0,3608678,2,516000
-0.0,3608878,2,516100
0.9,3609550,2,516200
2.0,3610944,2,516300
2.6,3612678,2,516400
1.5,3614140,2,516500
2.2,3616130,2,516600
-0.0,3616333,2,516700
1.5,3617461,2,516800
6.5,3621329,2,516900
3.1,3625592,2,517000
2.3,3629677,2,517100
5.8,3633562,2,517200
3.4,3637879,2,517300
2.4,3642168,2,517400
0.9,3646512,2,517500
4.0,3650670,2,517600
5.8,3654490,2,517700
4.5,3658174,2,517800
5.2,3661941,2,517900
3.0,3666513,2,518000
4.7,3669981,2,518100
6.0,3673834,2,518200
4.5,3677634,2,518300
1.6,3681757,2,518400
3.8,3685858,2,518500
4.2,3690122,2,518600
1.5,3694440,2,518700
1.4,3698935,2,518800
3.9,3702775,2,518900
6.2,3706971,2,519000
5.1,3710755,2,519100
4.5,3714952,2,519200
5.3,3718670,2,519300
4.2,3722754,2,519400
0.9,3727239,2,519500
4.9,3731170,2,519600
2.9,3735150,2,519700
3.3,3739613,2,519800
2.7,3743950,2,519900
5.4,3747668,2,520000
6.1,3751339,2,520100
4.9,3755197,2,520200
5.1,3759067,2,520300
6.1,3763083,2,520400
5.1,3766970,2,520500
5.8,3770756,2,520600
5.1,3774715,2,520700
2.2,3779050,2,520800
1.8,3783200,2,520900
1.7,3787600,2,521000
1.4,3791850,2,521100
1.7,3796127,2,521200
5.0,3799732,2,521300
0.2,3804363,2,521400
-0.3,3809050,2,521500
-0.3,3813800,2,521600
1.2,3818086,2,521700
1.6,3820200,2,521800
-0.0,3820402,2,521900
-0.0,3820608,2,522000
-0.0,3820810,2,522100
-0.0,3821012,2,522200
-0.0,3821216,2,522300
-0.0,3821418,2,522400
-0.0,3821620,2,522500
-0.1,3821825,2,522600
-0.0,3822028,2,522700
-0.0,3822232,2,522800
-0.0,3822432,2,522900
-0.0,3822634,2,523000
-0.0,3822836,2,523100
-0.0,3823038,2,523200
-0.0,3823240,2,523300
-0.0,3823441,2,523400
-0.0,3823642,2,523500
-0.0,3823844,2,523600
-0.0,3824064,2,523700
-0.0,3824268,2,523800
-0.0,3824472,2,523900
-0.0,3824673,2,524000
4.0,3827191,2,524100
6.9,3831400,2,524200
2.0,3834896,2,524300
2.7,3837294,2,524400
-0.0,3837497,2,524500
-0.0,3837698,2,524600
-0.0,3837899,2,524700
-0.0,3838100,2,524800
-0.0,3838300,2,524900
-0.0,3838500,2,525000
-0.0,3838700,2,525100
-0.0,3838902,2,525200
-0.0,3839112,2,525300
-0.0,3839312,2,525400
-0.0,3839512,2,525500
-0.0,3839712,2,525600
-0.0,3839914,2,525700
0.0,3840169,2,525800
-0.1,3840625,2,525900
-0.0,3840828,2,526000
-0.0,3841030,2,526100
-0.0,3841232,2,526200
-0.0,3841432,2,526300
0.4,3841888,2,526400
-0.0,3842091,2,526500
3.5,3844900,2,526600
4.5,3849264,2,526700
5.7,3853264,2,526800
5.7,3857218,2,526900
5.9,3860842,2,527000
5.9,3864734,2,527100
5.8,3868683,2,527200
3.8,3872489,2,527300
4.8,3876134,2,527400
1.8,3880650,2,527500
0.1,3884964,2,527600
4.3,3889200,2,527700
3.7,3893550,2,527800
0.7,3897767,2,527900
3.8,3901839,2,528000
5.4,3905799,2,528100
4.0,3909686,2,528200
6.0,3913654,2,528300
4.5,3917775,2,528400
5.3,3921598,2,528500
4.6,3925365,2,528600
4.6,3929800,2,528700
2.1,3933737,2,528800
2.6,3938150,2,528900
1.5,3942300,2,529000
3.4,3946452,2,529100
2.7,3950750,2,529200
-0.4,3955276,2,529300
-0.4,3960150,2,529400
-0.3,3964850,2,529500
-0.5,3969650,2,529600
0.9,3971696,2,529700
-0.0,3971896,2,529800
-0.1,3972099,2,529900
-0.0,3972300,2,530000
-0.0,3972502,2,530100
-0.0,3972702,2,530200
-0.0,3972904,2,530300
-0.0,3973106,2,530400
-0.0,3973309,2,530500
-0.0,3973510,2,530600
-0.0,3973710,2,530700
-0.0,3973914,2,530800
-0.1,3974116,2,530900
-0.0,3974318,2,531000
-0.0,3974518,2,531100
-0.0,3974718,2,531200
-0.0,3974918,2,531300
-0.0,3975120,2,531400
-0.0,3975322,2,531500
-0.0,3975525,2,531600
-0.0,3975728,2,531700
-0.1,3975930,2,531800
-0.0,3976132,2,531900
-0.0,3976334,2,532000
0.1,3976624,2,532100
-0.0,3976828,2,532200
-0.0,3977030,2,532300
-0.0,3977230,2,532400
-0.0,3977432,2,532500
-0.0,3977634,2,532600
-0.0,3977836,2,532700
-0.0,3978036,2,532800
-0.0,3978240,2,532900
-0.0,3978442,2,533000
-0.0,3978645,2,533100
-0.0,3978846,2,533200
-0.0,3979046,2,533300
-0.0,3979246,2,533400
-0.0,3979467,2,533500
0.0,3979836,2,533600
-0.0,3980040,2,533700
-0.0,3980246,2,533800
-0.0,3980448,2,533900
-0.0,3980742,2,534000
-0.0,3980942,2,534100
-0.0,3981425,2,534200
-0.0,3981626,2,534300
0.4,3982295,2,534400
0.4,3982730,2,534500
-0.0,3982932,2,534600
-0.0,3983135,2,534700
-0.0,3983337,2,534800
-0.1,3983541,2,534900
-0.0,3983744,2,535000
-0.0,3983944,2,535100
-0.0,3984144,2,535200
-0.0,3984348,2,535300
-0.0,3984553,2,535400
-0.1,3984757,2,535500
-0.0,3984959,2,535600
1.5,3986479,2,535700
1.2,3988266,2,535800
-0.0,3988468,2,535900
-0.0,3988668,2,536000
-0.0,3988870,2,536100
-0.0,3989072,2,536200
-0.0,3989272,2,536300
-0.0,3989472,2,536400
-0.0,3989676,2,536500
-0.0,3989879,2,536600
-0.0,3990080,2,536700
-0.1,3990280,2,536800
-0.0,3990482,2,536900
-0.0,3990682,2,537000
0.1,3991486,2,537100
-0.0,3991690,2,537200
-0.0,3992336,2,537300
-0.0,3992539,2,537400
-0.0,3992742,2,537500
-0.0,3992944,2,537600
-0.0,3993146,2,537700
1.8,3994420,2,537800
-0.0,3994624,2,537900
-0.0,3994824,2,538000
-0.0,3995024,2,538100
-0.0,3995224,2,538200
-0.0,3995426,2,538300
-0.0,3995626,2,538400
-0.0,3995828,2,538500
0.2,3996160,2,538600
-0.0,3996360,2,538700
-0.0,3996560,2,538800
-0.0,3996860,2,538900
-0.0,3997062,2,539000
-0.0,3997264,2,539100
-0.0,3997466,2,539200
-0.0,3997668,2,539300
1.3,3998745,2,539400
0.1,3999038,2,539500
-0.0,3999240,2,539600
-0.1,3999442,2,539700
-0.0,3999643,2,539800
-0.0,3999845,2,539900
-0.0,4000048,2,540000
-0.0,4000248,2,540100
-0.0,4000448,2,540200
-0.0,4000650,2,540300
-0.0,4000850,2,540400
-0.0,4001050,2,540500
-0.0,4001253,2,540600
-0.0,4001456,2,540700
-0.0,4001658,2,540800
-0.0,4001860,2,540900
-0.0,4002062,2,541000
-0.0,4002261,2,541100
-0.0,4002462,2,541200
-0.0,4002662,2,541300
-0.0,4002864,2,541400
-0.0,4003064,2,541500
-0.0,4003264,2,541600
-0.0,4003464,2,541700
-0.0,4003666,2,541800
-0.0,4003866,2,541900
-0.1,4004069,2,542000
-0.0,4004270,2,542100
-0.0,4004471,2,542200
-0.0,4004674,2,542300
-0.0,4004874,2,542400
-0.0,4005076,2,542500
-0.0,4005278,2,542600
-0.0,4005478,2,542700
-0.0,4005679,2,542800
-0.0,4005881,2,542900
-0.0,4006082,2,543000
-0.0,4006281,2,543100
-0.0,4006482,2,543200
-0.0,4006684,2,543300
-0.1,4006887,2,543400
-0.0,4007091,2,543500
-0.0,4007294,2,543600
-0.1,4007500,2,543700
-0.0,4007700,2,543800
-0.0,4007904,2,543900
-0.0,4008104,2,544000
-0.0,4008308,2,544100
-0.0,4008510,2,544200
-0.0,4008710,2,544300
-0.0,4008910,2,544400
-0.0,4009114,2,544500
-0.0,4009316,2,544600
-0.0,4009518,2,544700
-0.0,4009718,2,544800
-0.0,4009918,2,544900
-0.0,4010120,2,545000
-0.0,4010322,2,545100
-0.0,4010524,2,545200
-0.0,4010727,2,545300
-0.0,4010932,2,545400
-0.0,4011132,2,545500
-0.0,4011337,2,545600
-0.0,4011538,2,545700
-0.0,4011740,2,545800
-0.0,4011940,2,545900
