mean 100 episode reward,steps,% time spent exploring,episodes
-0.5,947182,53,219700
-0.9,947736,53,219800
-0.7,948284,53,219900
-0.9,948827,53,220000
-1.0,949337,53,220100
-0.8,949960,53,220200
-0.7,950540,53,220300
-1.1,951103,53,220400
-0.7,951665,53,220500
-0.6,952193,53,220600
-0.9,952711,53,220700
-1.2,953288,53,220800
-0.9,953828,53,220900
-1.1,954400,53,221000
-1.0,954982,53,221100
-0.9,955566,53,221200
-0.9,956253,53,221300
-1.0,956858,53,221400
-0.7,957455,53,221500
-0.9,958032,53,221600
-0.9,958537,53,221700
-0.9,959132,53,221800
-0.5,959711,52,221900
-0.6,960282,52,222000
-1.0,960780,52,222100
-1.1,961308,52,222200
-0.7,961939,52,222300
-1.0,962521,52,222400
-0.8,963047,52,222500
-0.8,963609,52,222600
-0.8,964225,52,222700
-0.8,964881,52,222800
-0.7,965473,52,222900
-0.8,966087,52,223000
-0.6,966623,52,223100
-0.7,967237,52,223200
-0.8,967778,52,223300
-0.9,968391,52,223400
-0.8,968883,52,223500
-0.9,969407,52,223600
-0.7,969959,52,223700
-0.9,970572,52,223800
-1.0,971090,52,223900
-0.8,971621,52,224000
-0.5,972184,52,224100
-0.8,972806,52,224200
-0.9,973407,52,224300
-0.8,973998,52,224400
-0.8,974566,52,224500
-0.6,975096,52,224600
-0.9,975748,52,224700
-0.9,976323,52,224800
-0.7,976866,52,224900
-0.7,977439,52,225000
-0.8,978009,52,225100
-0.9,978551,52,225200
-0.7,979104,52,225300
-0.9,979697,51,225400
-0.7,980310,51,225500
-0.7,980933,51,225600
-0.7,981512,51,225700
-0.8,982215,51,225800
-0.7,982790,51,225900
-0.7,983326,51,226000
-0.7,983873,51,226100
-0.7,984478,51,226200
-0.8,985119,51,226300
-0.8,985764,51,226400
-0.8,986314,51,226500
-0.7,986925,51,226600
-0.9,987557,51,226700
-0.7,988184,51,226800
-0.9,988754,51,226900
-0.9,989315,51,227000
-0.8,989916,51,227100
-0.6,990507,51,227200
-1.0,991049,51,227300
-1.0,991683,51,227400
-0.9,992253,51,227500
-0.7,992834,51,227600
-0.8,993482,51,227700
-0.9,994005,51,227800
-0.6,994557,51,227900
-0.8,995168,51,228000
-0.9,995808,51,228100
-0.7,996337,51,228200
-0.6,996919,51,228300
-0.5,997530,51,228400
-0.8,998204,51,228500
-0.9,998860,51,228600
-0.7,999485,51,228700
-0.9,1000147,50,228800
-0.8,1000708,50,228900
-0.8,1001233,50,229000
-0.9,1001844,50,229100
-0.8,1002463,50,229200
-0.9,1003105,50,229300
-0.7,1003685,50,229400
-0.6,1004323,50,229500
-1.0,1004951,50,229600
-0.8,1005651,50,229700
-0.8,1006192,50,229800
-0.6,1006872,50,229900
-1.0,1007481,50,230000
-0.9,1008052,50,230100
-1.0,1008629,50,230200
-0.7,1009161,50,230300
-0.8,1009797,50,230400
-0.9,1010383,50,230500
-0.9,1010938,50,230600
-0.7,1011458,50,230700
-0.4,1012068,50,230800
-0.6,1012640,50,230900
-1.0,1013214,50,231000
-1.0,1013814,50,231100
-0.8,1014418,50,231200
-0.8,1015006,50,231300
-0.6,1015631,50,231400
-0.8,1016276,50,231500
-1.0,1016885,50,231600
-0.9,1017576,50,231700
-1.1,1018231,50,231800
-1.0,1018828,50,231900
-0.9,1019475,50,232000
-0.4,1020027,50,232100
-0.7,1020788,49,232200
-0.8,1021360,49,232300
-1.0,1021948,49,232400
-0.8,1022539,49,232500
-0.7,1023080,49,232600
-1.1,1023723,49,232700
-0.6,1024325,49,232800
-0.6,1024888,49,232900
-0.7,1025543,49,233000
-0.7,1026072,49,233100
-0.7,1026659,49,233200
-0.9,1027355,49,233300
-0.6,1027900,49,233400
-0.6,1028480,49,233500
-0.8,1029091,49,233600
-1.2,1029721,49,233700
-0.7,1030276,49,233800
-0.8,1030923,49,233900
-1.0,1031460,49,234000
-0.8,1032109,49,234100
-0.6,1032682,49,234200
-0.7,1033285,49,234300
-0.8,1033969,49,234400
-0.6,1034588,49,234500
-0.8,1035184,49,234600
-0.7,1035778,49,234700
-0.7,1036496,49,234800
-0.7,1037118,49,234900
-0.9,1037622,49,235000
-0.7,1038192,49,235100
-0.8,1038816,49,235200
-0.8,1039427,49,235300
-1.0,1040130,49,235400
-0.7,1040848,48,235500
-0.8,1041480,48,235600
-0.4,1042078,48,235700
-0.7,1042761,48,235800
-0.9,1043380,48,235900
-0.5,1043975,48,236000
-1.0,1044641,48,236100
-0.8,1045296,48,236200
-0.8,1045979,48,236300
-0.9,1046634,48,236400
-0.8,1047207,48,236500
-0.9,1047871,48,236600
-0.8,1048448,48,236700
-0.7,1049107,48,236800
-0.8,1049676,48,236900
-1.2,1050337,48,237000
-1.0,1050934,48,237100
-0.6,1051421,48,237200
-0.5,1051987,48,237300
-0.9,1052656,48,237400
-0.4,1053254,48,237500
-0.8,1053857,48,237600
-0.7,1054551,48,237700
-0.7,1055145,48,237800
-1.1,1055865,48,237900
-0.7,1056457,48,238000
-0.5,1057053,48,238100
-0.4,1057724,48,238200
-0.8,1058374,48,238300
-0.7,1058943,48,238400
-0.7,1059495,48,238500
-0.8,1060043,48,238600
-0.6,1060618,48,238700
-0.6,1061286,47,238800
-0.6,1061996,47,238900
-1.0,1062620,47,239000
-0.7,1063276,47,239100
-0.6,1063914,47,239200
-0.7,1064531,47,239300
-0.7,1065128,47,239400
-0.6,1065752,47,239500
-0.9,1066439,47,239600
-0.5,1067090,47,239700
-0.9,1067636,47,239800
-1.0,1068395,47,239900
-0.8,1069006,47,240000
-0.7,1069687,47,240100
-0.8,1070286,47,240200
-0.7,1070826,47,240300
-0.8,1071370,47,240400
-0.7,1071976,47,240500
-0.6,1072667,47,240600
-0.7,1073337,47,240700
-1.0,1073984,47,240800
-0.6,1074663,47,240900
-0.9,1075316,47,241000
-0.9,1075918,47,241100
-0.7,1076449,47,241200
-0.8,1077079,47,241300
-0.7,1077771,47,241400
-0.5,1078411,47,241500
-0.8,1078986,47,241600
-0.9,1079572,47,241700
-0.8,1080233,47,241800
-0.5,1080876,47,241900
-0.7,1081542,47,242000
-1.0,1082203,46,242100
-0.9,1082795,46,242200
-0.9,1083418,46,242300
-0.8,1084021,46,242400
-0.8,1084693,46,242500
-0.8,1085294,46,242600
-0.8,1085883,46,242700
-0.9,1086509,46,242800
-0.6,1087152,46,242900
-0.9,1087780,46,243000
-0.6,1088479,46,243100
-0.7,1089142,46,243200
-0.8,1089720,46,243300
-0.9,1090298,46,243400
-0.9,1091008,46,243500
-0.6,1091644,46,243600
-0.9,1092288,46,243700
-0.7,1092875,46,243800
-0.7,1093439,46,243900
-1.0,1094103,46,244000
-0.8,1094718,46,244100
-0.7,1095295,46,244200
-0.8,1095972,46,244300
-0.2,1096580,46,244400
-0.5,1097160,46,244500
-0.7,1097805,46,244600
-0.6,1098459,46,244700
-0.6,1099160,46,244800
-1.0,1099779,46,244900
-0.5,1100408,46,245000
-0.6,1101087,46,245100
-0.8,1101775,46,245200
-0.4,1102343,45,245300
-0.9,1103020,45,245400
-0.6,1103652,45,245500
-0.6,1104345,45,245600
-0.7,1104995,45,245700
-0.9,1105592,45,245800
-0.5,1106235,45,245900
-0.4,1106988,45,246000
-0.7,1107656,45,246100
-0.4,1108367,45,246200
-0.5,1108919,45,246300
-0.8,1109634,45,246400
-0.6,1110249,45,246500
-0.9,1110859,45,246600
-0.3,1111535,45,246700
-0.7,1112172,45,246800
-0.6,1112837,45,246900
-0.8,1113495,45,247000
-0.6,1114053,45,247100
-0.7,1114787,45,247200
-0.7,1115427,45,247300
-0.8,1116073,45,247400
-0.8,1116794,45,247500
-0.6,1117414,45,247600
-0.8,1118070,45,247700
-0.6,1118763,45,247800
-0.6,1119410,45,247900
-0.6,1120236,45,248000
-0.5,1120902,45,248100
-0.6,1121592,45,248200
-0.5,1122236,45,248300
-0.6,1122980,44,248400
-0.9,1123655,44,248500
-0.9,1124339,44,248600
-0.4,1124941,44,248700
-0.7,1125609,44,248800
-0.6,1126206,44,248900
-0.5,1126861,44,249000
-0.5,1127541,44,249100
-0.4,1128216,44,249200
-0.9,1128948,44,249300
-1.0,1129628,44,249400
-0.6,1130325,44,249500
-0.9,1131131,44,249600
-0.8,1131770,44,249700
-0.9,1132416,44,249800
-0.5,1133027,44,249900
-0.5,1133725,44,250000
-0.8,1134414,44,250100
-1.1,1135196,44,250200
-0.9,1135777,44,250300
-0.7,1136507,44,250400
-0.5,1137190,44,250500
-0.6,1137829,44,250600
-0.8,1138510,44,250700
-0.9,1139156,44,250800
-0.7,1139789,44,250900
-0.8,1140444,44,251000
-0.8,1141027,44,251100
-0.7,1141716,44,251200
-0.8,1142380,44,251300
-0.5,1143225,43,251400
-0.6,1143902,43,251500
-0.8,1144608,43,251600
-0.6,1145417,43,251700
-0.6,1146133,43,251800
-0.7,1146776,43,251900
-0.7,1147455,43,252000
-0.6,1148122,43,252100
-0.6,1148794,43,252200
-0.9,1149402,43,252300
-0.4,1150119,43,252400
-0.4,1150746,43,252500
-0.3,1151405,43,252600
-0.5,1152044,43,252700
-0.6,1152610,43,252800
-0.4,1153254,43,252900
-0.4,1153993,43,253000
-0.8,1154694,43,253100
-0.5,1155374,43,253200
-0.6,1155991,43,253300
-0.7,1156697,43,253400
-0.4,1157382,43,253500
-0.7,1158009,43,253600
-0.2,1158669,43,253700
-1.1,1159283,43,253800
-0.9,1159978,43,253900
-0.7,1160672,43,254000
-0.3,1161329,43,254100
-0.6,1162050,43,254200
-0.5,1162748,43,254300
-0.6,1163399,42,254400
-0.9,1164110,42,254500
-0.4,1164751,42,254600
-0.6,1165414,42,254700
-0.7,1165977,42,254800
-0.8,1166708,42,254900
-0.7,1167256,42,255000
-0.6,1167998,42,255100
-0.6,1168678,42,255200
-0.7,1169427,42,255300
-0.7,1170214,42,255400
-0.4,1170896,42,255500
-0.7,1171633,42,255600
-0.7,1172356,42,255700
-0.5,1173142,42,255800
-0.5,1173831,42,255900
-0.7,1174595,42,256000
-0.9,1175291,42,256100
-0.3,1176036,42,256200
-0.7,1176744,42,256300
-0.4,1177492,42,256400
-0.4,1178238,42,256500
-0.5,1178987,42,256600
-0.6,1179642,42,256700
-0.3,1180271,42,256800
-0.5,1181000,42,256900
-0.5,1181770,42,257000
-0.3,1182563,42,257100
-0.6,1183261,42,257200
-0.7,1183884,41,257300
-0.2,1184469,41,257400
-0.7,1185161,41,257500
-0.6,1185900,41,257600
-0.6,1186556,41,257700
-0.3,1187329,41,257800
-0.8,1187991,41,257900
-0.6,1188753,41,258000
-0.6,1189510,41,258100
-0.5,1190218,41,258200
-0.6,1190911,41,258300
-0.6,1191620,41,258400
-0.5,1192362,41,258500
-0.5,1193005,41,258600
-0.3,1193754,41,258700
-0.5,1194500,41,258800
-0.7,1195230,41,258900
-0.1,1195960,41,259000
-0.6,1196808,41,259100
-0.6,1197609,41,259200
-0.6,1198248,41,259300
-0.6,1198921,41,259400
-0.4,1199648,41,259500
-0.5,1200446,41,259600
-0.6,1201105,41,259700
-0.7,1201812,41,259800
-0.5,1202599,41,259900
-0.1,1203360,41,260000
-0.1,1204146,40,260100
-0.2,1204865,40,260200
-0.7,1205547,40,260300
-0.5,1206258,40,260400
-0.4,1207013,40,260500
-0.3,1207689,40,260600
-0.7,1208355,40,260700
-0.3,1209182,40,260800
-0.4,1209883,40,260900
-0.5,1210627,40,261000
-0.4,1211273,40,261100
-0.5,1211988,40,261200
-0.4,1212735,40,261300
-0.4,1213477,40,261400
-0.7,1214160,40,261500
-0.6,1214848,40,261600
-0.2,1215629,40,261700
-0.4,1216403,40,261800
-0.3,1217121,40,261900
-0.5,1217726,40,262000
-0.7,1218348,40,262100
-0.4,1219093,40,262200
-0.4,1219904,40,262300
-0.6,1220648,40,262400
-0.4,1221390,40,262500
-0.5,1222149,40,262600
-0.6,1222973,40,262700
-0.4,1223755,40,262800
-0.5,1224475,40,262900
-0.1,1225126,39,263000
-0.6,1225781,39,263100
-0.3,1226536,39,263200
-0.7,1227261,39,263300
-0.5,1227983,39,263400
-0.5,1228687,39,263500
-0.5,1229459,39,263600
-0.5,1230128,39,263700
-0.7,1230960,39,263800
-0.8,1231675,39,263900
-0.6,1232385,39,264000
-0.5,1233257,39,264100
-0.5,1233988,39,264200
-0.4,1234760,39,264300
-0.2,1235511,39,264400
-0.3,1236225,39,264500
-0.3,1237004,39,264600
-0.9,1237811,39,264700
-0.5,1238447,39,264800
-0.4,1239144,39,264900
-0.8,1239968,39,265000
-0.3,1240639,39,265100
-0.7,1241396,39,265200
-0.5,1242144,39,265300
-0.4,1242876,39,265400
-0.8,1243554,39,265500
-0.3,1244297,39,265600
-0.8,1245011,38,265700
-0.3,1245713,38,265800
-0.5,1246406,38,265900
-0.7,1247116,38,266000
-0.3,1247860,38,266100
-0.7,1248686,38,266200
-0.5,1249370,38,266300
-0.6,1250102,38,266400
-0.4,1250757,38,266500
-0.4,1251384,38,266600
-0.7,1252103,38,266700
-0.1,1252964,38,266800
-0.2,1253725,38,266900
-0.7,1254470,38,267000
-0.3,1255239,38,267100
-0.7,1256016,38,267200
-0.3,1256812,38,267300
-0.3,1257498,38,267400
-0.4,1258234,38,267500
-0.3,1258980,38,267600
-0.6,1259687,38,267700
-0.4,1260494,38,267800
-0.7,1261335,38,267900
-0.5,1262029,38,268000
-0.7,1262796,38,268100
-0.4,1263463,38,268200
-0.0,1264257,38,268300
-0.3,1265018,38,268400
-0.3,1265786,37,268500
-0.2,1266533,37,268600
-0.6,1267180,37,268700
-0.4,1267888,37,268800
-0.3,1268655,37,268900
-0.3,1269458,37,269000
-0.3,1270242,37,269100
-0.3,1271116,37,269200
-0.8,1271795,37,269300
-0.5,1272592,37,269400
-0.6,1273348,37,269500
-0.3,1274129,37,269600
-0.4,1274924,37,269700
-0.3,1275626,37,269800
-0.3,1276417,37,269900
-0.5,1277192,37,270000
-0.3,1277903,37,270100
-0.7,1278598,37,270200
-0.5,1279315,37,270300
-0.2,1280022,37,270400
-0.5,1280779,37,270500
-0.4,1281423,37,270600
-0.3,1282348,37,270700
-0.7,1283151,37,270800
-0.3,1283841,37,270900
-0.3,1284586,37,271000
-0.6,1285345,37,271100
-0.5,1286042,36,271200
-0.4,1286864,36,271300
-0.5,1287548,36,271400
-0.6,1288352,36,271500
-0.9,1289097,36,271600
-0.3,1289832,36,271700
-0.2,1290728,36,271800
-0.3,1291538,36,271900
-0.9,1292326,36,272000
-0.2,1293088,36,272100
-0.5,1293868,36,272200
-0.5,1294672,36,272300
-0.4,1295427,36,272400
-0.5,1296183,36,272500
-0.5,1296876,36,272600
-0.3,1297660,36,272700
-0.3,1298417,36,272800
-0.3,1299175,36,272900
-0.2,1300084,36,273000
-0.6,1300877,36,273100
-0.2,1301640,36,273200
-0.3,1302481,36,273300
-0.2,1303265,36,273400
-0.2,1304085,36,273500
-0.3,1304897,36,273600
0.0,1305694,36,273700
-0.0,1306620,35,273800
-0.4,1307336,35,273900
-0.5,1308066,35,274000
0.1,1308950,35,274100
-0.9,1309708,35,274200
-1.2,1310589,35,274300
-0.7,1311451,35,274400
-0.1,1312159,35,274500
-0.3,1313013,35,274600
-0.3,1313849,35,274700
0.1,1314676,35,274800
-0.2,1315525,35,274900
-0.2,1316296,35,275000
-0.3,1317068,35,275100
-0.5,1317818,35,275200
-0.3,1318505,35,275300
-0.2,1319205,35,275400
-0.3,1319977,35,275500
-0.4,1320803,35,275600
-0.2,1321585,35,275700
-0.5,1322371,35,275800
-0.3,1323187,35,275900
-0.4,1323887,35,276000
-0.3,1324693,35,276100
-0.5,1325442,35,276200
-0.5,1326186,35,276300
-0.3,1327006,34,276400
-0.6,1327858,34,276500
-0.5,1328671,34,276600
-0.4,1329447,34,276700
-0.8,1330363,34,276800
-0.2,1331157,34,276900
-0.4,1332007,34,277000
-0.3,1332818,34,277100
-0.3,1333620,34,277200
-0.3,1334430,34,277300
-0.3,1335394,34,277400
-0.4,1336179,34,277500
-0.1,1336978,34,277600
-0.5,1337713,34,277700
-0.4,1338496,34,277800
-0.3,1339417,34,277900
-0.0,1340236,34,278000
-0.3,1340985,34,278100
-0.3,1341840,34,278200
-0.5,1342723,34,278300
-0.2,1343708,34,278400
-0.3,1344523,34,278500
-0.3,1345389,34,278600
-0.4,1346255,34,278700
-0.2,1347036,33,278800
-0.1,1347741,33,278900
-0.3,1348465,33,279000
-0.3,1349246,33,279100
-0.3,1350134,33,279200
-1.3,1351076,33,279300
-1.1,1351944,33,279400
-0.9,1352727,33,279500
-1.0,1353489,33,279600
-0.7,1354300,33,279700
-0.6,1355057,33,279800
-0.1,1355894,33,279900
0.0,1356755,33,280000
-0.3,1357575,33,280100
-0.5,1358390,33,280200
-0.1,1359252,33,280300
0.0,1360126,33,280400
0.1,1360925,33,280500
-0.4,1361743,33,280600
-0.0,1362639,33,280700
-0.3,1363515,33,280800
-0.2,1364296,33,280900
-0.3,1365012,33,281000
-0.5,1365863,33,281100
-0.1,1366754,33,281200
-0.4,1367590,32,281300
-0.5,1368432,32,281400
-0.5,1369297,32,281500
-0.3,1370092,32,281600
-0.1,1371102,32,281700
-0.2,1371857,32,281800
0.1,1372966,32,281900
-0.2,1373826,32,282000
0.1,1374717,32,282100
-0.1,1375579,32,282200
-0.5,1376475,32,282300
-0.5,1377337,32,282400
0.0,1378302,32,282500
0.0,1379130,32,282600
-0.6,1379889,32,282700
-0.3,1380758,32,282800
-0.4,1381591,32,282900
-0.1,1382489,32,283000
-0.1,1383454,32,283100
-0.5,1384435,32,283200
0.1,1385340,32,283300
-0.2,1386212,32,283400
-0.2,1386999,32,283500
-0.4,1387850,31,283600
0.1,1388750,31,283700
-0.0,1389649,31,283800
-0.3,1390504,31,283900
-0.3,1391362,31,284000
-0.4,1392279,31,284100
-0.4,1393091,31,284200
0.3,1394035,31,284300
-0.3,1394910,31,284400
0.4,1395862,31,284500
-0.4,1396614,31,284600
-0.5,1397422,31,284700
-0.2,1398392,31,284800
0.0,1399263,31,284900
-1.1,1400136,31,285000
-7.4,1401031,31,285100
-7.6,1401939,31,285200
-6.9,1402812,31,285300
-1.4,1403599,31,285400
-1.3,1404508,31,285500
-1.2,1405390,31,285600
-0.4,1406206,31,285700
-0.3,1407213,31,285800
0.1,1408127,31,285900
-1.2,1408564,30,286000
-1.8,1408793,30,286100
-1.7,1409010,30,286200
-1.8,1409231,30,286300
-1.8,1409467,30,286400
-1.8,1409685,30,286500
-1.9,1409909,30,286600
-0.8,1410138,30,286700
-0.2,1410363,30,286800
-0.3,1410582,30,286900
-0.4,1410802,30,287000
-0.2,1411034,30,287100
-0.3,1411272,30,287200
-0.4,1411498,30,287300
-0.3,1411726,30,287400
-0.2,1411948,30,287500
-0.1,1412515,30,287600
-0.0,1413332,30,287700
-0.1,1414289,30,287800
-0.6,1415015,30,287900
-0.2,1415302,30,288000
-0.2,1415814,30,288100
-0.2,1416573,30,288200
0.0,1417495,30,288300
0.2,1418602,30,288400
-0.4,1419265,30,288500
0.1,1420036,30,288600
-0.3,1420742,30,288700
-0.3,1421230,30,288800
-0.3,1421449,30,288900
-0.2,1421669,30,289000
-0.3,1421891,30,289100
-0.2,1422116,30,289200
-0.2,1422336,30,289300
-0.3,1422618,30,289400
-0.2,1423171,30,289500
-0.2,1423727,30,289600
-0.4,1424156,30,289700
-0.3,1424648,30,289800
-0.4,1425193,30,289900
-0.3,1425419,30,290000
-0.3,1425677,30,290100
-0.3,1425927,30,290200
-0.3,1426162,30,290300
-0.3,1426535,30,290400
0.2,1427216,30,290500
0.1,1427706,30,290600
-0.3,1428298,30,290700
-0.1,1428730,29,290800
-0.1,1429727,29,290900
-0.1,1430551,29,291000
-0.3,1430768,29,291100
-0.3,1430986,29,291200
-0.3,1431219,29,291300
-0.3,1431443,29,291400
-0.2,1431665,29,291500
-0.2,1431892,29,291600
-0.3,1432142,29,291700
-0.4,1432460,29,291800
-0.1,1432932,29,291900
0.1,1433913,29,292000
-0.2,1434825,29,292100
-0.2,1435216,29,292200
-0.2,1435442,29,292300
-0.2,1435670,29,292400
-0.3,1435881,29,292500
-0.2,1436112,29,292600
-0.1,1436409,29,292700
-0.4,1436768,29,292800
-0.1,1437324,29,292900
-0.0,1437916,29,293000
-0.4,1438167,29,293100
-0.2,1438433,29,293200
-0.3,1438770,29,293300
-0.1,1439409,29,293400
0.2,1440220,29,293500
-0.2,1440956,29,293600
-0.2,1441421,29,293700
-0.1,1441940,29,293800
-0.2,1442355,29,293900
-0.0,1442873,29,294000
0.3,1443751,29,294100
0.1,1444559,29,294200
-0.2,1445463,29,294300
-0.0,1446334,29,294400
0.0,1447147,29,294500
0.0,1448122,29,294600
0.3,1449063,28,294700
0.3,1450213,28,294800
0.2,1451110,28,294900
0.2,1452028,28,295000
0.3,1452905,28,295100
0.1,1453777,28,295200
0.3,1454744,28,295300
-0.4,1455631,28,295400
0.2,1456417,28,295500
-0.3,1456640,28,295600
-0.3,1456871,28,295700
-0.3,1457085,28,295800
-0.3,1457302,28,295900
-0.2,1457524,28,296000
-0.3,1457749,28,296100
-0.2,1457965,28,296200
-0.4,1458191,28,296300
-0.3,1458411,28,296400
-0.3,1458635,28,296500
-0.3,1458856,28,296600
-0.2,1459073,28,296700
-0.3,1459419,28,296800
-0.0,1459978,28,296900
0.4,1460970,28,297000
0.1,1461945,28,297100
0.4,1462940,28,297200
-0.2,1463860,28,297300
-0.7,1464736,28,297400
0.1,1465750,28,297500
0.1,1466581,28,297600
-0.4,1467435,28,297700
0.3,1468426,28,297800
-0.2,1469388,27,297900
-0.4,1470337,27,298000
-0.0,1471345,27,298100
-0.6,1472372,27,298200
0.3,1473518,27,298300
0.2,1474479,27,298400
-0.3,1474744,27,298500
-0.2,1474959,27,298600
-0.3,1475173,27,298700
-0.3,1475392,27,298800
-0.2,1475615,27,298900
-0.3,1475836,27,299000
-0.5,1476427,27,299100
-0.2,1476965,27,299200
-0.1,1477969,27,299300
0.3,1478979,27,299400
-0.2,1480082,27,299500
-0.5,1481006,27,299600
0.1,1481911,27,299700
0.1,1482925,27,299800
-0.4,1483945,27,299900
-0.1,1485055,27,300000
0.4,1486133,27,300100
0.3,1487151,27,300200
-0.2,1487597,27,300300
-0.2,1487809,27,300400
-0.2,1488045,27,300500
-0.0,1488579,27,300600
-0.1,1488971,27,300700
-0.3,1489225,27,300800
-0.3,1489688,27,300900
-0.0,1490129,26,301000
-0.3,1490387,26,301100
-0.2,1490624,26,301200
-0.3,1490855,26,301300
0.1,1491399,26,301400
-0.3,1491767,26,301500
-0.3,1491995,26,301600
-0.2,1492287,26,301700
-0.2,1492695,26,301800
-0.3,1493334,26,301900
0.1,1494106,26,302000
-0.2,1494321,26,302100
-0.2,1494544,26,302200
-0.2,1494763,26,302300
-0.2,1494981,26,302400
-0.2,1495195,26,302500
-0.2,1495424,26,302600
-0.1,1495725,26,302700
-0.3,1496056,26,302800
-0.2,1496277,26,302900
-0.2,1496491,26,303000
-0.3,1496802,26,303100
-0.1,1497341,26,303200
0.3,1498245,26,303300
-0.1,1498781,26,303400
0.4,1499830,26,303500
0.2,1500849,26,303600
0.6,1501961,26,303700
-0.3,1502807,26,303800
0.3,1503696,26,303900
0.0,1504665,26,304000
0.1,1505723,26,304100
0.3,1506898,26,304200
0.7,1508030,26,304300
0.5,1509090,26,304400
0.5,1510173,26,304500
0.3,1511193,25,304600
0.5,1512286,25,304700
-0.5,1513414,25,304800
-1.2,1514484,25,304900
-1.0,1515565,25,305000
-0.2,1516487,25,305100
0.4,1517556,25,305200
0.1,1518539,25,305300
0.4,1519652,25,305400
-0.5,1520716,25,305500
-0.4,1521955,25,305600
0.1,1523111,25,305700
-0.6,1524119,25,305800
-0.5,1525283,25,305900
-0.2,1526480,25,306000
-0.2,1527638,25,306100
0.3,1528736,25,306200
0.7,1529944,25,306300
-0.2,1531123,24,306400
-0.1,1532241,24,306500
0.3,1533362,24,306600
0.2,1534410,24,306700
0.2,1535511,24,306800
0.5,1536599,24,306900
0.3,1537658,24,307000
-0.5,1538884,24,307100
-0.0,1540010,24,307200
0.0,1541106,24,307300
-0.4,1542265,24,307400
1.0,1543589,24,307500
-0.6,1544736,24,307600
-0.6,1545793,24,307700
-0.1,1546802,24,307800
-0.1,1547919,24,307900
0.5,1549208,24,308000
-0.0,1550414,24,308100
0.3,1551490,23,308200
0.6,1552568,23,308300
-0.7,1553931,23,308400
0.4,1555079,23,308500
0.7,1556422,23,308600
0.4,1557462,23,308700
0.6,1558457,23,308800
-0.2,1558676,23,308900
-0.2,1558904,23,309000
-0.2,1559118,23,309100
-0.2,1559335,23,309200
-0.2,1559560,23,309300
-0.2,1559780,23,309400
-0.2,1559992,23,309500
-0.2,1560212,23,309600
-0.1,1560437,23,309700
-0.2,1560658,23,309800
-0.2,1560874,23,309900
-0.2,1561088,23,310000
0.3,1561872,23,310100
0.5,1562870,23,310200
0.9,1563975,23,310300
0.2,1565107,23,310400
0.7,1566375,23,310500
0.3,1567557,23,310600
0.6,1568774,23,310700
0.6,1570005,23,310800
0.7,1571121,23,310900
0.9,1572404,22,311000
0.8,1573649,22,311100
0.2,1574925,22,311200
0.5,1575948,22,311300
-0.3,1577171,22,311400
-0.3,1578303,22,311500
0.5,1579748,22,311600
-0.1,1580945,22,311700
0.4,1582104,22,311800
0.2,1583233,22,311900
0.1,1584458,22,312000
0.5,1585803,22,312100
0.4,1587039,22,312200
0.7,1588332,22,312300
0.8,1589632,22,312400
0.5,1590855,22,312500
0.9,1592199,21,312600
-0.1,1593453,21,312700
0.4,1594575,21,312800
0.7,1595833,21,312900
0.5,1596874,21,313000
0.2,1597970,21,313100
0.6,1599410,21,313200
-0.2,1600647,21,313300
-1.1,1602021,21,313400
-0.9,1603336,21,313500
-1.1,1604558,21,313600
-0.8,1605683,21,313700
-1.9,1605902,21,313800
-1.9,1606119,21,313900
-1.9,1606331,21,314000
-1.8,1606545,21,314100
-1.8,1606764,21,314200
-1.8,1606977,21,314300
-1.9,1607191,21,314400
-1.9,1607406,21,314500
-1.9,1607618,21,314600
-1.8,1607837,21,314700
-1.9,1608229,21,314800
-1.5,1608899,21,314900
-1.2,1609297,21,315000
-0.2,1609515,21,315100
-0.2,1609730,21,315200
-0.2,1609944,21,315300
-0.1,1610168,21,315400
-0.2,1610383,21,315500
-0.2,1610597,21,315600
-0.2,1610823,21,315700
-0.3,1611041,21,315800
-0.2,1611257,21,315900
-0.2,1611793,21,316000
0.3,1612619,20,316100
0.1,1613902,20,316200
0.5,1614990,20,316300
-0.7,1616166,20,316400
-0.0,1617134,20,316500
0.6,1618018,20,316600
0.7,1619109,20,316700
1.0,1620358,20,316800
-0.1,1621175,20,316900
-0.2,1621385,20,317000
-0.1,1621622,20,317100
-0.2,1621906,20,317200
-0.2,1622123,20,317300
0.3,1622799,20,317400
-0.2,1623024,20,317500
-0.0,1623361,20,317600
0.7,1624281,20,317700
0.4,1625503,20,317800
0.5,1626457,20,317900
-0.0,1627128,20,318000
-0.2,1627344,20,318100
-0.1,1627558,20,318200
-0.1,1627826,20,318300
-0.2,1628039,20,318400
-0.0,1628388,20,318500
0.0,1628860,20,318600
-0.2,1629098,20,318700
0.2,1629641,20,318800
0.4,1630853,20,318900
-0.1,1631518,20,319000
0.6,1632854,19,319100
0.8,1634140,19,319200
0.9,1635348,19,319300
0.7,1636800,19,319400
1.0,1638320,19,319500
0.9,1639660,19,319600
0.4,1640962,19,319700
-0.6,1642188,19,319800
0.7,1643500,19,319900
0.7,1644710,19,320000
0.8,1646229,19,320100
0.4,1647488,19,320200
0.1,1648933,19,320300
0.9,1650199,19,320400
0.4,1651590,19,320500
0.8,1652771,19,320600
-0.4,1654211,18,320700
0.8,1655594,18,320800
1.0,1656903,18,320900
1.2,1658344,18,321000
