loss_pol_entpen,EpThisIter,EpLenMean,loss_kl,ev_tdlam_before,loss_pol_surr,EpisodesSoFar,EpRewMean,loss_ent,TimeElapsed,loss_vf_loss,TimestepsSoFar
-0.012118505,3,84.14,0.0053642243,0.4575032591819763,-0.005161587,385,60.06745701849461,1.2118505,152.14236068725586,130.33762,19712
-0.012115408,3,84.23,0.0014069404,0.5905168354511261,-0.0074072694,388,60.030018763542174,1.2115408,154.0299084186554,116.959305,19968
-0.012179869,2,84.25,0.006606759,0.5113379657268524,-0.007356003,390,60.048398928046225,1.217987,155.92623448371887,119.9208,20224
-0.012230166,3,85.21,0.00032204413,0.649069219827652,-0.0014397986,393,60.73893757253885,1.2230166,157.72824549674988,85.32004,20480
-0.012287179,3,87.01,0.0033105728,0.5785448253154755,-0.0073396266,396,62.04042546510696,1.2287179,159.72326111793518,115.36774,20736
-0.012306752,4,85.63,0.019301128,0.17055541276931763,-0.023585115,400,61.05281965613365,1.2306752,161.60299444198608,193.77121,20992
-0.012284632,3,86.52,0.0008732558,0.6354441046714783,-0.0056238025,403,61.63140338629484,1.2284632,163.4498872756958,83.06255,21248
-0.012280901,3,85.84,0.0066227056,0.42165958881378174,-0.0063568093,406,60.815212892889974,1.2280902,165.26082229614258,134.07878,21504
-0.012259149,3,85.98,0.0011076753,0.6601521372795105,-0.0013577193,409,60.912709425389764,1.225915,167.22301769256592,85.13012,21760
-0.012210101,4,86.99,0.0048826695,0.49962449073791504,-0.01425555,413,61.54714764513076,1.2210101,169.09155941009521,113.115166,22016
-0.012210718,2,87.9,0.0045194477,0.5809901654720306,-0.00037424266,415,62.25871003545821,1.2210718,171.12247610092163,91.85776,22272
-0.012205713,3,87.94,0.011561649,0.5918534100055695,-0.012154171,418,62.27699138261378,1.2205714,172.92892360687256,115.93251,22528
-0.012221764,2,88.01,0.0007907294,0.550029069185257,-0.0005283449,420,62.146328560188415,1.2221764,174.83372449874878,97.31231,22784
-0.01222157,4,89.18,0.0011722548,0.46847355365753174,-0.006535519,424,62.80134627647698,1.222157,176.6405794620514,155.49214,23040
-0.012195043,5,86.33,0.0046076067,0.4544603228569031,-0.005998004,429,60.68749955691397,1.2195044,178.50211024284363,124.51973,23296
-0.012169669,4,85.24,0.0023346602,0.42059147357940674,-0.0027452891,433,59.91366633988917,1.216967,180.58658838272095,147.89482,23552
-0.012169572,3,85.24,0.0015043351,0.6375663578510284,-0.005974097,436,59.771014127507804,1.2169572,182.45082688331604,85.280785,23808
-0.012185744,3,85.98,0.00085282826,0.5700124204158783,-0.0022255778,439,60.20831837631762,1.2185744,184.22642707824707,110.90109,24064
-0.012209021,2,85.98,0.003274589,0.5957855582237244,-0.004192992,441,60.21815202392638,1.2209021,186.09290480613708,88.637245,24320
-0.0122397,4,85.13,0.0024979776,0.490783154964447,-0.0043208823,445,59.536722857430576,1.22397,187.84117221832275,141.19083,24576
-0.012259043,3,84.96,0.01022129,0.5036905109882355,-0.00458996,448,59.414377193823455,1.2259043,189.7683253288269,110.32312,24832
-0.012267445,3,84.96,0.0030657987,0.5852988362312317,-0.0041920533,451,59.46923200823367,1.2267445,191.63060808181763,109.279915,25088
-0.012202414,2,84.96,0.0016220892,0.5863711535930634,-0.003066523,453,59.49142094947398,1.2202414,193.54230904579163,89.73512,25344
-0.012149488,4,84.1,0.00271775,0.4950183033943176,-0.0040996093,457,58.99884017892182,1.2149488,195.48075413703918,140.24184,25600
-0.012087516,2,84.1,0.0029711411,0.5899611413478851,-0.003278654,459,58.986242427900436,1.2087516,197.40227723121643,89.43051,25856
-0.012044358,5,83.27,0.0031583088,0.4756585359573364,-0.004189755,464,58.42031120605767,1.2044358,199.3156750202179,147.03993,26112
-0.012033902,3,83.36,0.010053497,0.46686387062072754,-0.012142957,467,58.243614075854424,1.2033902,201.35931873321533,115.95987,26368
-0.01202225,3,82.41,0.003174007,0.4913367033004761,-0.004989201,470,57.56852632291615,1.2022251,203.300466299057,110.471115,26624
-0.012013007,3,82.41,0.0053109806,0.6334986984729767,-0.010102631,473,57.605507975891236,1.2013007,205.1566300392151,104.402084,26880
-0.0119965505,2,83.15,0.0075188,0.5559423267841339,-0.006287923,475,58.21006715066731,1.199655,206.95416450500488,128.32587,27136
-0.0119596915,3,82.97,0.0019941726,0.5533480644226074,-0.001981467,478,58.309047351554035,1.1959692,208.95369577407837,79.43569,27392
-0.011907652,4,82.16,0.0001967689,0.4861146807670593,-0.004256297,482,57.73461060293019,1.1907653,210.83330368995667,157.34116,27648
-0.011856217,5,80.43,0.0069221547,0.3282182812690735,-0.014692297,487,56.379499033764006,1.1856217,212.74144196510315,162.5236,27904
-0.011815247,2,80.43,0.004572976,0.5518493950366974,-0.009979652,489,56.37354916043579,1.1815248,214.5707061290741,95.16884,28160
-0.0118142115,4,79.71,0.0011018659,0.49583345651626587,-0.0058864374,493,55.977070945873855,1.1814212,216.50424146652222,145.76817,28416
-0.011820369,2,79.71,0.0001603266,0.5701427459716797,-0.0014228504,495,55.962637241259216,1.182037,218.37597227096558,98.18199,28672
-0.011851407,3,81.28,0.006569605,0.577294796705246,-0.014138407,498,57.08507376201451,1.1851407,220.25699520111084,117.47993,28928
-0.0118942605,2,82.06,0.0012471542,0.5468078255653381,-0.0007251967,500,57.69029029764235,1.1894261,222.4191312789917,99.916504,29184
-0.0119009195,3,82.06,0.003142903,0.5951946377754211,-0.003472358,503,57.7507736659795,1.190092,224.2483377456665,116.99669,29440
-0.011874446,3,82.11,0.0033210863,0.4097897410392761,-0.0076533966,506,57.82137310840189,1.1874446,226.07232666015625,131.8428,29696
-0.011822249,4,81.12,0.005665388,0.5766294300556183,-0.008741807,510,57.01638285763562,1.1822249,227.92034339904785,122.19022,29952
-0.011817849,5,79.37,0.003899999,0.3614856004714966,-0.011357483,515,55.54397518575192,1.181785,229.93223524093628,149.48134,30208
-0.011836853,3,79.37,0.0021045683,0.5987589061260223,-0.004868135,518,55.40340103805065,1.1836853,231.93126916885376,108.74835,30464
-0.0118626775,2,79.37,0.003171096,0.5572317540645599,-0.005311775,520,55.464929141402244,1.1862677,233.74940991401672,94.46608,30720
-0.011885716,4,79.22,0.0037943702,0.5167331695556641,-0.0020540804,524,55.4230629235506,1.1885716,235.51580119132996,143.78113,30976
-0.011901351,4,80.37,0.0016172365,0.5308883488178253,-0.00200176,528,56.184191559255126,1.1901351,237.3313946723938,106.14349,31232
-0.011889372,3,79.59,0.0035712568,0.41473162174224854,-0.0020217523,531,55.621423213481904,1.1889372,239.1355013847351,129.58536,31488
-0.011896044,4,80.62,0.0011011644,0.5243223309516907,-0.002621883,535,56.399292447566985,1.1896044,240.90640497207642,137.9681,31744
-0.011894942,2,80.62,0.0009442873,0.5518523752689362,-0.002051212,537,56.41602645531297,1.1894943,242.72762250900269,100.91977,32000
-0.011897988,3,80.62,0.005264784,0.5865550339221954,-0.005669947,540,56.393622845560316,1.1897988,244.48502945899963,118.243805,32256
-0.011885456,2,80.62,0.0038866631,0.4970168471336365,-0.009506231,542,56.41286287620664,1.1885456,246.28553009033203,122.810074,32512
-0.011912113,4,80.65,0.0033560921,0.5412687063217163,-0.0005578797,546,56.3933380638063,1.1912113,248.08792757987976,117.526276,32768
-0.011905747,3,80.77,0.002597364,0.3824169635772705,-0.007011108,549,56.33746130183339,1.1905746,249.920804977417,128.3686,33024
-0.011865369,3,80.77,0.006462112,0.5952790975570679,-0.007665865,552,56.32399317637086,1.1865369,251.67643570899963,114.22278,33280
-0.01181594,5,79.13,0.0024305705,0.2527775764465332,-0.007652553,557,55.04768365994096,1.181594,253.48553228378296,168.1947,33536
-0.011811083,2,79.13,0.0033056075,0.5404482185840607,-0.0008643544,559,55.03961917087436,1.1811084,255.29185676574707,94.107925,33792
-0.011826657,4,80.21,0.0038359542,0.5115949511528015,-0.006614209,563,55.655469522923234,1.1826657,257.04816722869873,128.80733,34048
-0.011848296,6,77.15,0.0057633617,0.3819551467895508,-0.00710126,569,53.40965053752065,1.1848296,258.8613862991333,145.56786,34304
-0.011857076,3,78.1,0.004269711,0.5632565021514893,-0.010910783,572,53.977252996116874,1.1857076,260.67896938323975,116.02686,34560
-0.011884374,3,77.3,0.007492285,0.44043952226638794,-0.009442797,575,53.31119205847383,1.1884373,262.64799880981445,117.26407,34816
-0.011876212,3,77.48,0.0013907906,0.5584490597248077,-0.0051471824,578,53.126803703457114,1.1876212,264.4105796813965,112.790146,35072
-0.011868014,3,77.5,0.0008095107,0.4535031318664551,-0.0047780573,581,53.06374892190099,1.1868014,266.2175271511078,117.35137,35328
-0.011849852,2,77.5,0.0027877577,0.5352537631988525,-0.0012816507,583,53.04061434581876,1.1849853,267.9762442111969,115.9579,35584
-0.011840969,6,77.39,0.004363995,0.4757399559020996,-0.00928447,589,53.02284216508269,1.1840969,269.7468354701996,125.104095,35840
-0.011849865,2,78.11,0.0011324822,0.5472791492938995,-0.0009017498,591,53.55472263261676,1.1849866,271.55746817588806,94.68134,36096
-0.011840259,3,78.11,0.003517644,0.5898725688457489,-0.012920273,594,53.54991881325841,1.1840259,273.32480573654175,109.95968,36352
-0.011847218,5,75.4,0.0063480632,0.3897930383682251,-0.012607126,599,51.60854624673724,1.1847218,275.1228177547455,136.06667,36608
-0.011850043,3,75.4,0.004466178,0.5744780898094177,-0.0048345644,602,51.58752100542188,1.1850044,276.96092462539673,113.74848,36864
-0.011837214,2,75.4,0.0025986808,0.5463317036628723,-0.0058243647,604,51.51328470692039,1.1837214,278.9658041000366,96.519806,37120
-0.0118035115,4,75.26,0.00054318574,0.5253912806510925,-0.0012819772,608,51.3761735625565,1.1803511,280.823525428772,133.72247,37376
-0.011787821,2,76.25,0.00093946327,0.5299846231937408,-0.0067483336,610,51.94310799196362,1.1787821,282.689368724823,98.02028,37632
-0.011781888,4,77.15,0.0014905955,0.5290581285953522,-0.0024492778,614,52.426816023439166,1.1781888,284.52919006347656,129.12022,37888
-0.011802197,5,75.69,0.008808397,0.23270732164382935,-0.015906041,619,51.30588059991598,1.1802198,286.42293977737427,175.35538,38144
-0.011820944,5,73.97,0.005903261,0.29763662815093994,-0.013054663,624,49.99617613375187,1.1820945,288.36530566215515,147.31262,38400
-0.011819373,3,75.71,0.0009848101,0.5575254261493683,-0.003839815,627,51.15236405670643,1.1819373,290.14237451553345,107.85857,38656
-0.011846267,2,75.71,0.002537772,0.5818881094455719,-0.0029170355,629,51.19965955466032,1.1846267,292.17290902137756,84.05371,38912
-0.01186989,6,74.46,0.0022264817,0.44582557678222656,-0.008185087,635,50.16901380717754,1.186989,293.9688172340393,139.78485,39168
-0.011892937,3,73.63,0.0021126142,0.46431201696395874,-0.0045638997,638,49.565643448382616,1.1892937,295.9216363430023,111.72614,39424
-0.0118951835,3,73.25,0.0038437748,0.5553614795207977,-0.0072767697,641,49.39538055971265,1.1895183,297.8526453971863,91.33263,39680
-0.011883106,3,73.04,0.0019090716,0.3968338966369629,-0.005492758,644,49.39389690980315,1.1883106,299.7058804035187,121.49531,39936
-0.011873983,3,73.04,0.0023167103,0.605078935623169,-0.008925255,647,49.44462346628308,1.1873983,301.57259154319763,84.54912,40192
-0.011853112,3,73.84,0.0034798977,0.5659501552581787,-0.008788908,650,50.15501271530986,1.1853112,303.41431736946106,110.88262,40448
-0.0118624065,2,73.84,0.0012545385,0.5677602589130402,-0.0012645265,652,50.08322765365243,1.1862407,305.27636075019836,86.762436,40704
-0.011863879,6,72.73,0.003268723,0.12462693452835083,-0.014625657,658,49.514808855503794,1.1863879,307.4706983566284,161.67502,40960
-0.011862483,3,72.73,0.0010714207,0.5843251347541809,-0.00070938095,661,49.55041572496295,1.1862483,309.53864192962646,108.03844,41216
-0.011859282,2,73.42,0.0028678412,0.5160683691501617,-0.0059016244,663,50.07246792808175,1.1859282,311.49740743637085,117.35118,41472
-0.011864203,4,75.61,0.0044046547,0.4589956998825073,-0.0015469193,667,51.56691873148084,1.1864203,313.4541985988617,120.05805,41728
-0.0118718725,3,75.77,0.0037298973,0.4097890257835388,-0.009585865,670,51.68087262108922,1.1871873,315.30397725105286,122.85977,41984
-0.011853593,4,74.85,0.0022574821,0.4970739483833313,-0.006850196,674,51.028296011537314,1.1853594,317.2896945476532,130.98875,42240
-0.011836933,4,73.89,0.0013465234,0.4513671398162842,-0.0046796985,678,50.438647500425574,1.1836933,319.29640889167786,116.32719,42496
-0.01181754,2,74.68,0.0019421852,0.5341983437538147,-0.006491462,680,51.07104907944799,1.181754,321.37416434288025,118.138985,42752
-0.011821832,3,74.68,0.00513506,0.6093031466007233,-0.0014350154,683,51.06966951593757,1.1821831,323.47689604759216,86.99929,43008
-0.0117911,3,76.43,0.0015885748,0.5625484883785248,-0.005709462,686,52.285818041414025,1.17911,325.3470723628998,111.83506,43264
-0.011789417,2,77.42,0.0009889738,0.5653749704360962,-0.0039564287,688,52.9090458188951,1.1789417,327.1963355541229,87.20506,43520
-0.011805476,5,74.77,0.0062100077,0.31189197301864624,-0.011994305,693,50.92114616885781,1.1805476,329.04974484443665,153.36438,43776
-0.0117765535,5,74.75,0.0043316847,0.4454914927482605,-0.009998205,698,50.8391395239532,1.1776553,330.8049521446228,156.57938,44032
-0.011735087,2,75.63,0.0010220411,0.4550830125808716,-0.003974703,700,51.58791670456529,1.1735088,332.6809937953949,77.36412,44288
-0.011705226,3,75.59,0.0021890758,0.563625156879425,-0.001955133,703,51.5442496021092,1.1705227,334.4645051956177,107.7618,44544
-0.0116922185,4,73.64,0.0012315789,0.45597970485687256,-0.008365326,707,50.27795375362039,1.1692219,336.2780396938324,135.40297,44800
-0.011670569,3,74.57,0.00212956,0.6299351453781128,-0.0048931576,710,51.10714503034949,1.1670569,338.07767057418823,92.222336,45056
-0.011703906,3,75.51,0.0024071606,0.5489383637905121,-0.007360272,713,51.78323025390506,1.1703906,339.8338439464569,112.93734,45312
-0.011741934,2,75.51,0.0024830338,0.5748634338378906,-0.0013545733,715,51.83370998725295,1.1741935,341.63645124435425,90.81534,45568
-0.011758675,4,77.0,0.0016325277,0.5362384021282196,-0.0069010314,719,52.97220761775971,1.1758676,343.3952498435974,124.29581,45824
-0.011761292,2,77.0,0.0026067083,0.5576812624931335,-0.004679866,721,53.00949467986822,1.1761292,345.19290590286255,92.70288,46080
-0.011767712,4,78.09,0.004319875,0.28814154863357544,-0.0072542652,725,53.710175928473475,1.1767713,347.00702357292175,157.3846,46336
-0.011740962,3,78.08,0.0005330867,0.5734496712684631,-0.0017599836,728,53.62525581717491,1.1740962,348.7606041431427,110.59987,46592
-0.01175787,6,77.46,0.0063679153,0.21347391605377197,-0.0165595,734,53.06304152786732,1.1757871,350.607479095459,178.181,46848
-0.011789426,2,77.46,2.579554e-05,0.5003819763660431,-7.355679e-05,736,53.03610407859087,1.1789427,352.6719419956207,104.52938,47104
-0.011820253,3,78.67,0.0018558261,0.650661826133728,-0.005012935,739,53.674864665567874,1.1820253,354.43433380126953,78.47348,47360
-0.011849497,3,78.91,0.0020855505,0.5561142861843109,-0.006525008,742,53.564141571223736,1.1849498,356.2144103050232,106.55003,47616
-0.011870917,6,75.87,0.0035131886,0.4324689507484436,-0.008197499,748,51.373674525618554,1.1870917,358.121506690979,122.21236,47872
-0.011863223,3,75.87,0.00084174797,0.5577857196331024,-0.0014111921,751,51.28350399106741,1.1863223,360.01714301109314,107.361595,48128
-0.011876196,4,75.66,0.0044345446,0.26211291551589966,-0.009011592,755,51.34055399864912,1.1876196,362.31608605384827,112.89746,48384
-0.01185032,3,76.89,0.0019559811,0.44150668382644653,-0.004548315,758,51.96783178448677,1.185032,364.2088692188263,114.635315,48640
-0.011802517,3,76.89,0.0011222218,0.5755899250507355,-0.0036835447,761,52.010304368138314,1.1802517,366.00344467163086,108.341774,48896
-0.011771067,2,76.94,0.00023343274,0.5383080244064331,-0.0016032606,763,52.00646840840578,1.1771067,368.1258089542389,95.878555,49152
-0.011770881,3,76.94,0.0019900978,0.5948484539985657,-0.0010293247,766,52.02858688056469,1.1770881,369.93298625946045,102.25055,49408
-0.011766047,3,77.58,0.0015129268,0.40880078077316284,-0.0024644556,769,52.31381837874651,1.1766047,371.81302762031555,124.32486,49664
-0.011770723,3,77.54,0.001045541,0.5693720579147339,-0.0037160479,772,52.32957161784172,1.1770724,373.67000365257263,107.456566,49920
-0.011761437,4,77.44,0.0011361036,0.5210926830768585,-0.01105107,776,52.29791630595923,1.1761438,375.51386165618896,119.43805,50176
-0.011748818,3,78.46,0.0016574033,0.4584174156188965,-0.004971059,779,52.94091677546501,1.1748818,377.5233657360077,114.701614,50432
-0.011734088,2,78.46,0.0015038177,0.5404729545116425,-0.00088216737,781,52.87079975813627,1.1734089,379.34941244125366,98.38518,50688
-0.011728309,3,78.46,0.0013628246,0.5980248153209686,-0.008819044,784,52.81555717200041,1.1728309,381.2665238380432,104.66667,50944
-0.011747778,2,78.46,0.0031707522,0.5348785519599915,-0.0075759217,786,52.68074385434389,1.1747779,383.0497028827667,121.884796,51200
-0.011747998,3,78.46,0.00063204486,0.5823802649974823,-0.0006638728,789,52.637383163273334,1.1747998,384.88487911224365,90.80939,51456
